Character,Field,Value
Martin Platt,Last appearance,26th March 2018
Martin Platt,Duration,"1985-2005, 2018"
Martin Platt,Number of appearances,1645
Martin Platt,Played by,Sean Wilson
Jacob Hay,Father,Damon Hay
Jacob Hay,Sibling(s),A sister
Jacob Hay,First appearance,1st February 2021
Jacob Hay,Last appearance,13th January 2023
Jacob Hay,Duration,2021-2023
Jacob Hay,Number of appearances,99
Jacob Hay,Played by,Jack James Ryan
Danny Hargreaves,Occupation,Market trader
Danny Hargreaves,Residence,Nottingham
Danny Hargreaves,Sibling(s),Kieran Hargreaves
Danny Hargreaves,First appearance,28th April 1999
Danny Hargreaves,Last appearance,22nd April 2001
Danny Hargreaves,Duration,1999-2001
Danny Hargreaves,Number of appearances,148
Danny Hargreaves,Played by,Richard Standing
Jack Webster,Born,6th September 2010
Jack Webster,Residence,13 Coronation Street
Jack Webster,Father,Kevin Webster
Jack Webster,Mother,Molly Dobbs
Jack Webster,Sibling(s),Rosie Webster (half-sister)Sophie Webster (half-sister)Jake Webster (half-brother)
Jack Webster,First appearance,6th September 2010 (2)
Jack Webster,Duration,"2010-2013, 2014 to present"
Jack Webster,Number of appearances,293 (as of Episode 11557/8)
Jack Webster,Played by,Alex & Ellis Williamson (2010)Jaxon (2010-2014) & Maddox Beswick (2010-2016)Kyran Bowes (2016 to present)
Nicola Rubinstein,Occupation,Social Worker
Nicola Rubinstein,Born,15th May 1990
Nicola Rubinstein,Residence,Bristol
Nicola Rubinstein,Father,Pat Phelan
Nicola Rubinstein,Mother,Annabel Rubinstein
Nicola Rubinstein,Sibling(s),Older half-sister
Nicola Rubinstein,Children,Zack Rubinstein (2018)
Nicola Rubinstein,First appearance,12th June 2017
Nicola Rubinstein,Last appearance,1st February 2019
Nicola Rubinstein,Duration,"2017-2018, 2019"
Nicola Rubinstein,Number of appearances,98
Nicola Rubinstein,Played by,Nicola Thorp
Ted Page,Occupation,Businessman (Retired)
Ted Page,Born,c.1940
Ted Page,Died,February 2021
Ted Page,Sibling(s),A sister
Ted Page,Spouse(s),James (2006)
Ted Page,Children,Gail Potter (1958)
Ted Page,First appearance,28th April 2008
Ted Page,Last appearance,29th January 2010
Ted Page,Duration,2008-2010
Ted Page,Number of appearances,73
Ted Page,Played by,Michael Byrne
Sharon Bentley,Born,22nd March 1965
Sharon Bentley,Father,Geoffrey Gaskell
Sharon Bentley,Mother,Karen Gaskell
Sharon Bentley,Sibling(s),Wayne Gaskell  Darren Gaskell  Gary Gaskell
Sharon Bentley,Spouse(s),Ian Bentley (1999)
Sharon Bentley,First appearance,1st March 1982
Sharon Bentley,Last appearance,25th June 2021
Sharon Bentley,Duration,"1982, 1983-1984, 1999, 2021"
Sharon Bentley,Number of appearances,209
Sharon Bentley,Played by,Tracie Bennett
Ronnie Clayton,Occupation,Taxi driver
Ronnie Clayton,Born,30th June 1975
Ronnie Clayton,Spouse(s),Jimmy Clayton
Ronnie Clayton,First appearance,3rd October 2005
Ronnie Clayton,Last appearance,11th June 2006
Ronnie Clayton,Duration,2005-2006
Ronnie Clayton,Number of appearances,56
Ronnie Clayton,Played by,Emma Stansfield
Gina Seddon,Born,1969
Gina Seddon,Birthplace,Weatherfield
Gina Seddon,Residence,Newcastle
Gina Seddon,Father,Eddie Seddon
Gina Seddon,Mother,Elsie Seddon
Gina Seddon,Sibling(s),Sally Seddon
Gina Seddon,Spouse(s),Colin  Donnie Buckley
Gina Seddon,Children,Judy   a son
Gina Seddon,First appearance,14th March 1988
Gina Seddon,Last appearance,1st April 2019
Gina Seddon,Duration,"1988-1989, 2017-2019"
Gina Seddon,Number of appearances,213
Gina Seddon,Played by,Julie Foy (1988-1989)Connie Hyde (2017-2019)
Jason Grimshaw,Occupation,Builder
Jason Grimshaw,Born,27th June 1983
Jason Grimshaw,Residence,Thailand
Jason Grimshaw,Father,Tony Stewart
Jason Grimshaw,Mother,Eileen Grimshaw
Jason Grimshaw,Sibling(s),Todd Grimshaw (half-brother)
Jason Grimshaw,Spouse(s),Sarah Platt (2007)
Jason Grimshaw,First appearance,25th December 2000
Jason Grimshaw,Last appearance,29th June 2016
Jason Grimshaw,Duration,2000-2016
Jason Grimshaw,Number of appearances,1509
Jason Grimshaw,Played by,Ryan Thomas
Aidan Critchley,Born,c.1987
Aidan Critchley,Father,Bob Critchley
Aidan Critchley,First appearance,12th April 2002
Aidan Critchley,Last appearance,17th March 2003
Aidan Critchley,Duration,2002-2003
Aidan Critchley,Number of appearances,70
Aidan Critchley,Played by,Dean Ashton
Jamie Baldwin,Occupation,Taxi driver
Jamie Baldwin,Born,27th June 1980
Jamie Baldwin,Residence,London
Jamie Baldwin,Father,Danny Baldwin
Jamie Baldwin,Mother,Carol Baldwin
Jamie Baldwin,Sibling(s),Warren Baldwin (half-brother)
Jamie Baldwin,First appearance,19th July 2004
Jamie Baldwin,Last appearance,24th April 2011
Jamie Baldwin,Duration,"2004-2008, 2011"
Jamie Baldwin,Number of appearances,416
Jamie Baldwin,Played by,Rupert Hill
Annie Walker,Occupation,Pub landlady
Annie Walker,Born,11th August 1909
Annie Walker,Birthplace,Clitheroe
Annie Walker,Father,Edward Beaumont
Annie Walker,Mother,Florence Beaumont
Annie Walker,Spouse(s),Jack Walker (1937)
Annie Walker,Children,Billy Walker (1938)Joan Walker (1940)
Annie Walker,First appearance,9th December 1960
Annie Walker,Last appearance,12th October 1983
Annie Walker,Duration,1960-1983
Annie Walker,Number of appearances,1723
Annie Walker,Played by,Doris Speed
Sandra Stubbs,Occupation,Cleaner
Sandra Stubbs,Spouse(s),Ronnie Stubbs
Sandra Stubbs,Children,Jason Stubbs
Sandra Stubbs,First appearance,2nd May 1988
Sandra Stubbs,Last appearance,22nd February 1989
Sandra Stubbs,Duration,1988-1989
Sandra Stubbs,Number of appearances,53
Sandra Stubbs,Played by,Sally Watts
Hilda Ogden,Occupation,Cleaner
Hilda Ogden,Born,2nd February 1924
Hilda Ogden,Birthplace,Weatherfield
Hilda Ogden,Residence,"The Nook, Blackberry Lane, Hartington, Derbyshire"
Hilda Ogden,Father,Arnold Crabtree
Hilda Ogden,Mother,Florence Crabtree
Hilda Ogden,Sibling(s),Archie Crabtree  Norman Crabtree
Hilda Ogden,Spouse(s),Stanley Ogden (1943)
Hilda Ogden,Children,Irma Ogden (1946)  Trevor Ogden (1949)Tony OgdenSylvia Ogden
Hilda Ogden,First appearance,8th July 1964
Hilda Ogden,Last appearance,25th December 1987
Hilda Ogden,Duration,1964-1987
Hilda Ogden,Number of appearances,1614
Hilda Ogden,Played by,Jean Alexander
Reg Holdsworth,Occupation,Retail manager
Reg Holdsworth,Born,14th March 1942
Reg Holdsworth,Spouse(s),Veronica Hardback (1989)  Maureen Naylor (1994)
Reg Holdsworth,Children,A daughter (1996)
Reg Holdsworth,First appearance,25th October 1989
Reg Holdsworth,Last appearance,24th November 1995
Reg Holdsworth,Duration,1989-1995 (Coronation Street)  1999 (After Hours)
Reg Holdsworth,Number of appearances,410
Reg Holdsworth,Played by,Ken Morley
Claudia Colby,Occupation,Owner of Perm Suspect
Claudia Colby,Born,15th April
Claudia Colby,Residence,Stillwaters retirement complex
Claudia Colby,First appearance,18th December 2009
Claudia Colby,Last appearance,15th August 2022
Claudia Colby,Duration,"2009, 2010-2011, 2018-2020, 2021, 2022"
Claudia Colby,Number of appearances,149
Claudia Colby,Played by,Rula Lenska
Albert Tatlock,Occupation,Town Hall clerk (retired)
Albert Tatlock,Born,10th August 1895
Albert Tatlock,Birthplace,Weatherfield
Albert Tatlock,Died,14th May 1984
Albert Tatlock,Father,William Tatlock
Albert Tatlock,Mother,Emmeline Tatlock
Albert Tatlock,Sibling(s),Alfred Tatlock
Albert Tatlock,Spouse(s),Bessie Vickery (1919)
Albert Tatlock,Children,Beattie Tatlock (1933)
Albert Tatlock,First appearance,9th December 1960
Albert Tatlock,Last appearance,23rd January 1984
Albert Tatlock,Duration,1960-1984
Albert Tatlock,Number of appearances,1304
Albert Tatlock,Played by,Jack Howarth
Debbie Webster,Occupation,Hotelier and restaurateur
Debbie Webster,Born,7th September 1968
Debbie Webster,Father,Bill Webster
Debbie Webster,Mother,Alison Webster
Debbie Webster,Sibling(s),Kevin Webster  Carl Webster (half-brother)
Debbie Webster,First appearance,11th June 1984
Debbie Webster,Duration,"1984-1985, 2019, 2020 to present"
Debbie Webster,Number of appearances,451 (as of Episode 11557/8)
Debbie Webster,Played by,Sue Devaney
Ruby Dobbs,Born,9th September 2012
Ruby Dobbs,Birthplace,Rovers Return Inn
Ruby Dobbs,Residence,9 Coronation Street
Ruby Dobbs,Father,Tyrone Dobbs
Ruby Dobbs,Mother,Kirsty Soames
Ruby Dobbs,Sibling(s),Dorin Pop (half-brother)
Ruby Dobbs,First appearance,9th September 2012
Ruby Dobbs,Duration,2012 to present
Ruby Dobbs,Number of appearances,409 (as of Episode 11557/8)
Ruby Dobbs,Played by,Grace Hanrahan (2012-2013)  Macy Alabi (2012-2023)  Billie Naylor (2023 to present)
Leanne Battersby,Occupation,Co-owner of Speed Daal
Leanne Battersby,Born,2nd July 1981
Leanne Battersby,Residence,2a Coronation Street
Leanne Battersby,Father,Les Battersby
Leanne Battersby,Mother,Stella Price
Leanne Battersby,Sibling(s),Greg Kelly (half-brother)  Eva Price (half-sister)
Leanne Battersby,Spouse(s),"Nick Tilsley (1998, 2013)  Peter Barlow (2010)"
Leanne Battersby,Children,Simon Barlow (legal son)  Oliver Battersby (2017)
Leanne Battersby,First appearance,4th July 1997
Leanne Battersby,Duration,"1997-2000, 2004-2006, 2007 to present"
Leanne Battersby,Number of appearances,2800 (as of Episode 11557/8)
Leanne Battersby,Played by,Jane Danson
Ida Clough,Occupation,Machinist
Ida Clough,Born,15th November 1937
Ida Clough,Spouse(s),Harry Clough
Ida Clough,Children,Muriel Clough  Bernard Clough
Ida Clough,First appearance,3rd April 1978
Ida Clough,Last appearance,19th August 1998
Ida Clough,Duration,"1978-1988, 1995, 1996-1998"
Ida Clough,Number of appearances,255
Ida Clough,Played by,Helene Palmer
Billy Mayhew,Occupation,Archdeacon
Billy Mayhew,Born,23rd February 1979
Billy Mayhew,Residence,19a Rosamund Street
Billy Mayhew,Father,Fred Mayhew
Billy Mayhew,Mother,Sandra Mayhew
Billy Mayhew,Sibling(s),Lee Mayhew
Billy Mayhew,Spouse(s),Paul Foreman (2023)
Billy Mayhew,First appearance,5th December 2014
Billy Mayhew,Duration,2014 to present
Billy Mayhew,Number of appearances,982 (as of Episode 11557/8)
Billy Mayhew,Played by,Daniel Brocklebank
Natasha Blakeman,Occupation,Salon owner
Natasha Blakeman,Born,16th February 1981
Natasha Blakeman,Birthplace,Worsley
Natasha Blakeman,Died,19th October 2021
Natasha Blakeman,Sibling(s),A brother  Melissa
Natasha Blakeman,Children,Sam Blakeman (2011)
Natasha Blakeman,First appearance,12th May 2008
Natasha Blakeman,Last appearance,25th October 2021
Natasha Blakeman,Duration,"2008-2010, 2020-2021"
Natasha Blakeman,Number of appearances,192
Natasha Blakeman,Played by,Rachel Leskovac
Irma Barlow,Occupation,Shop owner
Irma Barlow,Born,28th September 1946
Irma Barlow,Residence,Canada
Irma Barlow,Father,Stan Ogden
Irma Barlow,Mother,Hilda Ogden
Irma Barlow,Sibling(s),Trevor OgdenTony OgdenSylvia Ogden
Irma Barlow,Spouse(s),David Barlow (1965)
Irma Barlow,Children,Darren Barlow (1968)
Irma Barlow,First appearance,27th January 1964
Irma Barlow,Last appearance,8th December 1971
Irma Barlow,Duration,"1964-1968, 1969, 1970-1971"
Irma Barlow,Number of appearances,393
Irma Barlow,Played by,Sandra Gough
Brian Tilsley,Occupation,Mechanic
Brian Tilsley,Born,15th October 1958
Brian Tilsley,Died,15th February 1989
Brian Tilsley,Father,Bert Tilsley
Brian Tilsley,Mother,Ivy Tilsley
Brian Tilsley,Spouse(s),"Gail Potter (1979, 1988)"
Brian Tilsley,Children,Nick Tilsley (1980)  Sarah Louise Tilsley (1987)
Brian Tilsley,First appearance,27th December 1978
Brian Tilsley,Last appearance,15th February 1989
Brian Tilsley,Duration,1978-1989
Brian Tilsley,Number of appearances,524
Brian Tilsley,Played by,Christopher Quinten
Eddie Windass,Occupation,Taxi driver
Eddie Windass,Residence,Hamburg
Eddie Windass,Sibling(s),Len Windass
Eddie Windass,Spouse(s),Anna Windass (common-law)
Eddie Windass,Children,Gary Windass (1986)
Eddie Windass,First appearance,14th November 2008
Eddie Windass,Last appearance,25th April 2011
Eddie Windass,Duration,2008-2011
Eddie Windass,Number of appearances,187
Eddie Windass,Played by,Steve Huison
Lucy Barlow,Occupation,Florist
Lucy Barlow,Born,25th July 1975
Lucy Barlow,Died,2nd October 2008
Lucy Barlow,Father,George Wilson
Lucy Barlow,Spouse(s),Peter Barlow (2003)
Lucy Barlow,Children,Simon Barlow (2003)
Lucy Barlow,First appearance,22nd September 2002
Lucy Barlow,Last appearance,7th November 2003
Lucy Barlow,Duration,2002-2003
Lucy Barlow,Number of appearances,95
Lucy Barlow,Played by,Katy Carmichael
Norris Cole,Occupation,Newsagent (retired)
Norris Cole,Born,5th March 1940
Norris Cole,Died,15th September 2021
Norris Cole,Mother,Eunice Cole
Norris Cole,Sibling(s),Ramsay Clegg (half-brother)
Norris Cole,Spouse(s),Myrtle Hargreaves  Angela Hawthorne (1995)  Mary Taylor (2017)
Norris Cole,First appearance,11th March 1994
Norris Cole,Last appearance,24th June 2020
Norris Cole,Duration,"1994-1997, 1999-2017, 2019-2020"
Norris Cole,Number of appearances,1654
Norris Cole,Played by,Malcolm Hebden
Moira Pollock,Occupation,Practice manager of Rosamund Street Medical Centre
Moira Pollock,Spouse(s),Stuart Pollock
Moira Pollock,First appearance,12th July 2017
Moira Pollock,Last appearance,6th January 2020
Moira Pollock,Duration,2017-2020
Moira Pollock,Number of appearances,74
Moira Pollock,Played by,Louiza Patikas
Eileen Grimshaw,Occupation,Switch operator at Street Cars  Office administrator
Eileen Grimshaw,Born,7th October 1961
Eileen Grimshaw,Residence,11 Coronation Street
Eileen Grimshaw,Father,Colin Grimshaw
Eileen Grimshaw,Sibling(s),Julie Carp (half-sister)
Eileen Grimshaw,Spouse(s),Pat Phelan (2017)
Eileen Grimshaw,Children,Jason Grimshaw (1983)  Todd Grimshaw (1985)
Eileen Grimshaw,First appearance,3rd May 2000
Eileen Grimshaw,Duration,2000 to present
Eileen Grimshaw,Number of appearances,2422 (as of Episode 11557/8)
Eileen Grimshaw,Played by,Sue Cleaver
Mason Radcliffe,Born,c. 2008
Mason Radcliffe,Died,6th January 2025
Mason Radcliffe,Sibling(s),Matty RadcliffeLogan Radcliffe
Mason Radcliffe,First appearance,11th September 2023 (1)
Mason Radcliffe,Last appearance,6th January 2025 (2)  3rd February 2025 (1) (hallucination)
Mason Radcliffe,Duration,2023-2025
Mason Radcliffe,Number of appearances,114
Mason Radcliffe,Played by,Luca Toolan
Adam Barlow,Occupation,Solicitor at Barlow Legal Services
Adam Barlow,Born,3rd May 1988
Adam Barlow,Birthplace,Glasgow
Adam Barlow,Residence,19a Victoria Street
Adam Barlow,Father,Mike Baldwin
Adam Barlow,Mother,Susan Barlow
Adam Barlow,Sibling(s),Danny Baldwin (half-brother)  Mark Redman (half-brother)
Adam Barlow,Spouse(s),Sarah Platt (2020)
Adam Barlow,First appearance,14th January 2001
Adam Barlow,Duration,"2001, 2002, 2003, 2004-2007, 2016 to present"
Adam Barlow,Number of appearances,1107 (as of Episode 11557/8)
Adam Barlow,Played by,Iain De Caestecker (2001-2003)  Samuel Robertson (2004 to present)
Gary Windass,Occupation,Debt collector
Gary Windass,Born,19th March 1986
Gary Windass,Birthplace,Weatherfield General
Gary Windass,Residence,5 Victoria Court
Gary Windass,Father,Eddie Windass
Gary Windass,Mother,Anna Windass
Gary Windass,Sibling(s),Faye Windass (adoptive half-sister)
Gary Windass,Spouse(s),Maria Connor (2020)
Gary Windass,Children,Jake Windass (2013)Zack Rubinstein (2018)
Gary Windass,First appearance,14th November 2008
Gary Windass,Duration,2008 to present
Gary Windass,Number of appearances,1451 (as of Episode 11557/8)
Gary Windass,Played by,Mikey North
Vinny Sorrell,Occupation,Barman
Vinny Sorrell,Children,Lisa Scott (1981)  Laura Barnes (2001)
Vinny Sorrell,First appearance,2nd August 1999
Vinny Sorrell,Last appearance,10th November 2000
Vinny Sorrell,Duration,1999-2000
Vinny Sorrell,Number of appearances,145
Vinny Sorrell,Played by,James Gaddas
Phil Nail,Occupation,Reflexologist
Phil Nail,Birthplace,Scotland
Phil Nail,Sibling(s),3 older sisters1 younger brother (deceased)
Phil Nail,First appearance,15th August 2005
Phil Nail,Last appearance,27th March 2006
Phil Nail,Duration,2005-2006
Phil Nail,Number of appearances,61
Phil Nail,Played by,Clive Russell
Michael Bailey,Occupation,Junior manager at Underworld
Michael Bailey,Born,c.1990
Michael Bailey,Residence,3 Coronation Street
Michael Bailey,Father,Ed Bailey
Michael Bailey,Mother,Aggie Bailey
Michael Bailey,Sibling(s),Diana Bailey  James Bailey
Michael Bailey,Children,Glory Bailey (2021)
Michael Bailey,First appearance,12th June 2019
Michael Bailey,Duration,2019 to present
Michael Bailey,Number of appearances,465 (as of Episode 11557/8)
Michael Bailey,Played by,Ryan Russell
Aaron Sandford,Occupation,Mechanic
Aaron Sandford,Father,Eric Sandford
Aaron Sandford,First appearance,22nd April 2022
Aaron Sandford,Last appearance,16th June 2023
Aaron Sandford,Duration,2022-2023
Aaron Sandford,Number of appearances,140
Aaron Sandford,Played by,James Craven
Harry Hewitt,Occupation,Bus driver
Harry Hewitt,Born,24th February 1921
Harry Hewitt,Birthplace,Weatherfield
Harry Hewitt,Died,4th September 1967
Harry Hewitt,Father,Thomas Hewitt
Harry Hewitt,Mother,Mary Hewitt
Harry Hewitt,Sibling(s),Alice Hewitt (1920)Frances Hewitt (1922)
Harry Hewitt,Spouse(s),Elizabeth Harding (1948)  Concepta Riley (1961)
Harry Hewitt,Children,Lucille Hewitt (1949)  Christopher Hewitt (1962)
Harry Hewitt,First appearance,14th December 1960
Harry Hewitt,Last appearance,6th September 1967
Harry Hewitt,Duration,"1960-1964, 1965, 1967"
Harry Hewitt,Number of appearances,305
Harry Hewitt,Played by,Ivan Beavis
Geena Gregory,Occupation,Barmaid
Geena Gregory,Born,July 1977
Geena Gregory,Residence,Wigan
Geena Gregory,Father,Maurice Gregory
Geena Gregory,Mother,Gill Gregory
Geena Gregory,Sibling(s),A brother
Geena Gregory,First appearance,9th February 2000
Geena Gregory,Last appearance,11th October 2002
Geena Gregory,Duration,2000-2002
Geena Gregory,Number of appearances,331
Geena Gregory,Played by,Jennifer James
Patrick Tussel,Occupation,Taxi driver
Patrick Tussel,Born,7th June 1965
Patrick Tussel,Children,Luke Tussel  Russell Tussel
Patrick Tussel,First appearance,15th December 2002
Patrick Tussel,Last appearance,23rd January 2005
Patrick Tussel,Duration,2002-2005
Patrick Tussel,Number of appearances,72
Patrick Tussel,Played by,Trevor Dwyer-Lynch
Billy Walker,Occupation,Mechanic
Billy Walker,Born,8th September 1938
Billy Walker,Birthplace,Weatherfield
Billy Walker,Residence,Jersey
Billy Walker,Father,Jack Walker
Billy Walker,Mother,Annie Walker
Billy Walker,Sibling(s),Joan Davies
Billy Walker,First appearance,27th January 1961
Billy Walker,Last appearance,5th December 1984
Billy Walker,Duration,"1961, 1962, 1963, 1964, 1969, 1970-1971, 1972-1973, 1974-1975, 1977, 1978, 1979, 1984"
Billy Walker,Number of appearances,405
Billy Walker,Played by,Kenneth Farrington
Ernest Bishop,Occupation,Photographer
Ernest Bishop,Born,11th August 1930
