Character,Field,Value
Sheila Crossley,No times married,1.0
Sheila Crossley,Spouse(s),Neil Crossley (1966)
Sheila Crossley,First appearance,4th January 1961
Shelley Unwin,Mother,Bev Unwin
Shelley Unwin,Born,19th November 1973
Shelley Unwin,Father,Jimmy Unwin
Shelley Unwin,No times married,1.0
Shelley Unwin,Number of appearances,763
Shelley Unwin,Sibling(s),Sharon Unwin
Shelley Unwin,Residence,Peak District
Shelley Unwin,First appearance,9th May 2001
Shelley Unwin,Last appearance,29th September 2006
Shelley Unwin,Played by,Sally Lindsay
Shelley Unwin,Spouse(s),"Peter Barlow (2003, bigamous)"
Shelley Unwin,Gender,Female
Shelley Unwin,Occupation,Manageress
Shelley Unwin,Duration,2001-2006
Shelley Unwin,Sic,Administrative & support services
Shelley Unwin,Sec,Medium
Shelley Unwin,Bigamy committed,True
Shirley Armitage,Father,Mr Armitage
Shirley Armitage,Played by,Lisa Lewis
Shirley Armitage,Sibling(s),Franklin Armitage  Lucy ArmitageFour other siblings
Shirley Armitage,Born,11th April 1961
Shirley Armitage,No times married,0.0
Shirley Armitage,Number of appearances,153
Shirley Armitage,Last appearance,12th April 1989
Shirley Armitage,Gender,Female
Shirley Armitage,Duration,1983-1989
Shirley Armitage,Sec,Low
Shirley Armitage,Residence,Gorton
Shirley Armitage,Bigamy committed,False
Shirley Armitage,Occupation,Machinist
Shirley Armitage,Sic,Manufacturing
Shirley Armitage,Birthplace,Weatherfield
Shirley Armitage,Mother,Mrs Armitage
Shirley Armitage,First appearance,5th September 1983
Shona Platt,Children,Clayton Hibbs (2001)
Shona Platt,Sibling(s),a sister
Shona Platt,First appearance,16th December 2016 (2)
Shona Platt,No times married,1.0
Shona Platt,Number of appearances,873 (as of Episode 11557/8)
Shona Platt,Played by,Julia Goulding
Shona Platt,Sic,Accommodation & food services
Shona Platt,Occupation,Assistant at Roy's Rolls
Shona Platt,Spouse(s),David Platt (2019)
Shona Platt,Residence,8 Coronation Street
Shona Platt,Bigamy committed,False
Shona Platt,Born,6th October 1987
Shona Platt,Sec,Low
Shona Platt,Gender,Female
Shona Platt,Duration,2016 to present
Sian Powers,Father,Vinnie Powers
Sian Powers,Gender,Female
Sian Powers,First appearance,26th January 2009
Sian Powers,Residence,Southport
Sian Powers,Duration,2009-2011
Sian Powers,Mother,Janet Powers
Sian Powers,No times married,0.0
Sian Powers,Last appearance,30th December 2011
Sian Powers,Born,28th December 1993
Sian Powers,Played by,Sacha Parkinson
Sian Powers,Bigamy committed,False
Sian Powers,Number of appearances,206
Simon Barlow,Mother,Lucy BarlowLeanne Battersby (legal mother)
Simon Barlow,Last appearance,3rd June 2024
Simon Barlow,No times married,0.0
Simon Barlow,Gender,Male
Simon Barlow,Duration,"2003, 2008-2024"
Simon Barlow,First appearance,6th July 2003
Simon Barlow,Played by,Daniel Whelan (2003) Jake & Oscar Hartley (2003)Alex Bain (2008-2024)
Simon Barlow,Number of appearances,931
Simon Barlow,Father,Peter Barlow
Simon Barlow,Sibling(s),Oliver Battersby (legal half-brother)  Unnamed half-brother (stillborn)
Simon Barlow,Residence,"Bilbao, Spain"
Simon Barlow,Bigamy committed,False
Simon Barlow,Born,6th July 2003
Sinead Osbourne,Born,10th March 1994
Sinead Osbourne,Mother,Arlene Tinker
Sinead Osbourne,Gender,Female
Sinead Osbourne,No times married,1.0
Sinead Osbourne,Number of appearances,591
Sinead Osbourne,Birthplace,Weatherfield
Sinead Osbourne,Died,25th October 2019
Sinead Osbourne,Children,Bertie Osbourne (2019)
Sinead Osbourne,Spouse(s),Daniel Osbourne (2019)
Sinead Osbourne,First appearance,19th April 2013
Sinead Osbourne,Sibling(s),Millie Tinker  Penny Tinker
Sinead Osbourne,Bigamy committed,False
Sinead Osbourne,Duration,2013-2019
Sinead Osbourne,Played by,Katie McGlynn
Sinead Osbourne,Last appearance,25th October 2019  6th March 2020 (video footage)
Sonia Marshall,Number of appearances,126
Sonia Marshall,Duration,2003-2005
Sonia Marshall,Occupation,Factory machinist
Sonia Marshall,Sic,Manufacturing
Sonia Marshall,Bigamy committed,False
Sonia Marshall,Last appearance,20th March 2005
Sonia Marshall,Sec,Low
Sonia Marshall,Played by,Tina Gambe
Sonia Marshall,Residence,Bognor Regis
Sonia Marshall,Gender,Female
Sonia Marshall,No times married,0.0
Sonia Marshall,Sibling(s),Dean Marshall
Sonia Marshall,First appearance,16th June 2003
Sophie Webster,Bigamy committed,False
Sophie Webster,Last appearance,9th October 2019
Sophie Webster,Father,Kevin Webster
Sophie Webster,First appearance,4th November 1994
Sophie Webster,Gender,Female
Sophie Webster,Sibling(s),Rosie Webster  Jake Webster (half-brother)  Jack Webster (half-brother)
Sophie Webster,Duration,1994-2019
Sophie Webster,Mother,Sally Webster
Sophie Webster,No times married,0.0
Sophie Webster,Birthplace,Weatherfield
Sophie Webster,Number of appearances,1566
Sophie Webster,Born,4th November 1994
Sophie Webster,Played by,Ashleigh Middleton (1994-1997) Emma Woodward (1997-2004)  Brooke Vincent (2004-2019)
Spider Nugent,Duration,"1997-2000, 2001, 2003, 2022-2023"
Spider Nugent,Sec,Medium
Spider Nugent,Spouse(s),Layla
Spider Nugent,Number of appearances,340
Spider Nugent,No times married,1.0
Spider Nugent,First appearance,15th December 1997
Spider Nugent,Gender,Male
Spider Nugent,Birthplace,London
Spider Nugent,Occupation,Detective Constable
Spider Nugent,Played by,Martin Hancock
Spider Nugent,Sic,Public admin & defence; social security
Spider Nugent,Bigamy committed,False
Spider Nugent,Last appearance,19th July 2023
Spider Nugent,Father,Edgar Nugent
Spider Nugent,Born,4th January 1972
Stan Ogden,Born,17th May 1919
Stan Ogden,Played by,Bernard Youens
Stan Ogden,No times married,1.0
Stan Ogden,Sec,Low
Stan Ogden,Birthplace,Weatherfield
Stan Ogden,Children,Irma Barlow (1946)  Trevor Ogden (1949) Sylvia Ogden  Tony Ogden
Stan Ogden,Sibling(s),A brother
Stan Ogden,Spouse(s),Hilda Crabtree (1943)
Stan Ogden,Father,Isaiah Ogden
Stan Ogden,Bigamy committed,False
Stan Ogden,Number of appearances,1226
Stan Ogden,Died,21st November 1984
Stan Ogden,Last appearance,7th March 1984
Stan Ogden,Gender,Male
Stan Ogden,Mother,Mary Ogden
Stan Ogden,First appearance,29th June 1964
Stan Ogden,Occupation,Window cleaner (retired)
Stan Ogden,Sic,Other services
Stan Ogden,Duration,1964-1984
Stella Price,Gender,Female
Stella Price,Duration,2011-2014
Stella Price,Birthplace,Manchester
Stella Price,Spouse(s),Karl Munro (2013)
Stella Price,Mother,Gloria Price
Stella Price,Occupation,Waitress
Stella Price,No times married,1.0
Stella Price,Last appearance,2nd April 2014
Stella Price,Bigamy committed,False
Stella Price,Children,Leanne Battersby (1981)  Eva Price (1988)
Stella Price,Born,11th August 1963
Stella Price,Number of appearances,455
Stella Price,Sec,Low
Stella Price,Played by,Michelle Collins
Stella Price,First appearance,16th June 2011
Stella Price,Sic,Accommodation & food services
Stella Price,Residence,France
Steph Barnes,Sic,"Wholesale, retail & repair of motor vehicles"
Steph Barnes,No times married,1.0
Steph Barnes,Children,Matthew (1995)
Steph Barnes,Mother,Carol Jones
Steph Barnes,Born,11th June 1965
Steph Barnes,Gender,Female
Steph Barnes,Duration,"1990-1991, 1992, 1995"
Steph Barnes,Last appearance,4th October 1995
Steph Barnes,Spouse(s),Des Barnes (1990)
Steph Barnes,Bigamy committed,False
Steph Barnes,Father,Maurice Jones
Steph Barnes,Number of appearances,130
Steph Barnes,Occupation,Store assistant
Steph Barnes,Played by,Amelia Bullmore
Steph Barnes,First appearance,12th February 1990
Steph Barnes,Sec,Low
Steph Britton,Residence,Portugal
Steph Britton,Sic,Accommodation & food services
Steph Britton,Sibling(s),Luke Britton
Steph Britton,No times married,0.0
Steph Britton,Occupation,Waitress
Steph Britton,Number of appearances,319
Steph Britton,Born,22nd February 1995
Steph Britton,First appearance,18th February 2013
Steph Britton,Gender,Female
Steph Britton,Duration,"2013-2017, 2018"
Steph Britton,Bigamy committed,False
Steph Britton,Last appearance,7th February 2018
Steph Britton,Played by,Tisha Merry
Steph Britton,Sec,Low
Stephen Reid,Last appearance,13th October 2023  24th October 2023 (Hallucination)
Stephen Reid,Sibling(s),Gail Rodwell (half-sister)
Stephen Reid,Gender,Male
Stephen Reid,Sic,Financial & insurance activities
Stephen Reid,Occupation,Businessman
Stephen Reid,Duration,"1996-1997, 2007, 2022-2023"
Stephen Reid,Spouse(s),Gabrielle Reid (1999)
Stephen Reid,No times married,1.0
Stephen Reid,Father,Geoff Masters (biological)  Malcolm Reid (adoptive)
Stephen Reid,First appearance,29th January 1996
Stephen Reid,Number of appearances,299
Stephen Reid,Sec,High
Stephen Reid,Mother,Audrey Roberts (biological)Joyce Reid (adoptive)
Stephen Reid,Born,6th February 1957
Stephen Reid,Played by,Todd Boyce
Stephen Reid,Bigamy committed,False
Stephen Reid,Died,10th October 2023
Steve Fisher,Gender,Male
Steve Fisher,No times married,0.0
Steve Fisher,Duration,1977-1979
Steve Fisher,Last appearance,10th December 1979
Steve Fisher,Sic,"Wholesale, retail & repair of motor vehicles"
Steve Fisher,Born,8th May 1957
Steve Fisher,Occupation,Trainee/Assistant Manager at Baldwin's Casuals
Steve Fisher,Birthplace,Weatherfield
Steve Fisher,First appearance,29th August 1977
Steve Fisher,Sec,Low
Steve Fisher,Number of appearances,112
Steve Fisher,Residence,London
Steve Fisher,Played by,Lawrence Mullin
Steve Fisher,Bigamy committed,False
Steve McDonald,Mother,Liz McDonald
Steve McDonald,Duration,1989 to present
Steve McDonald,No times married,7.0
Steve McDonald,Spouse(s),"Vicky Arden (1995)Karen Phillips (2001, 2004)Becky Granger (2009)Tracy Barlow (2012, 2018)Michelle Connor (2015)"
Steve McDonald,Children,Emma Brooker (1999)Amy Barlow (2004)Ruairi McDonald (2017)Oliver Battersby (2017)
Steve McDonald,Played by,Simon Gregson
Steve McDonald,Gender,Male
Steve McDonald,Born,26th June 1974
Steve McDonald,Bigamy committed,False
Steve McDonald,Occupation,Co-owner of Street Cars
Steve McDonald,Number of appearances,3780 (as of Episode 11557/8)
Steve McDonald,First appearance,6th December 1989
Steve McDonald,Father,Jim McDonald
Steve McDonald,Sibling(s),Andy McDonaldKatie McDonald
Steve McDonald,Residence,1 Coronation Street
Steve McDonald,Sic,Transport & storage
Steve McDonald,Sec,Medium
Steve McDonald,Birthplace,Belfast
Steve Tanner,Born,30th October 1924
Steve Tanner,First appearance,3rd May 1967
Steve Tanner,Gender,Male
Steve Tanner,Last appearance,27th December 1967
Steve Tanner,Bigamy committed,False
Steve Tanner,Sic,Public admin & defence; social security
Steve Tanner,Sec,Medium
Steve Tanner,Played by,Paul Maxwell
Steve Tanner,Spouse(s),Le LanElsie Tanner (1967)
Steve Tanner,Died,25th September 1968
Steve Tanner,Mother,Emmeline Tanner
Steve Tanner,Birthplace,Boston
Steve Tanner,No times married,2.0
Steve Tanner,Duration,1967
Steve Tanner,Occupation,Soldier
Steve Tanner,Number of appearances,57
Stu Carpenter,Bigamy committed,False
Stu Carpenter,Number of appearances,255
Stu Carpenter,First appearance,6th October 2021
Stu Carpenter,Duration,2021-2024
Stu Carpenter,Played by,Bill Fellows
Stu Carpenter,Gender,Male
Stu Carpenter,No times married,1.0
Stu Carpenter,Occupation,Chef
Stu Carpenter,Born,10th June 1955
Stu Carpenter,Last appearance,14th October 2024
Stu Carpenter,Sic,Accommodation & food services
Stu Carpenter,Children,Bridget Woodrow
Stu Carpenter,Spouse(s),Lucy Woodrow
Stu Carpenter,Sec,Medium
Sue Clayton,Sec,Low
Sue Clayton,Sibling(s),Andrea Clayton
Sue Clayton,Bigamy committed,False
Sue Clayton,Number of appearances,27
Sue Clayton,Mother,Connie Clayton
Sue Clayton,Occupation,Shop assistant
Sue Clayton,Played by,Jane Hazlegrove
Sue Clayton,No times married,0.0
Sue Clayton,Gender,Female
Sue Clayton,Last appearance,28th August 1985
Sue Clayton,Sic,"Wholesale, retail & repair of motor vehicles"
Sue Clayton,Father,Harry Clayton
Sue Clayton,First appearance,30th January 1985
Sue Clayton,Duration,1985
Summer Spellman,Played by,Matilda Freeman (2017-2020)Harriet Bibby (2020 to present)
Summer Spellman,Number of appearances,562 (as of Episode 11557/8)
Summer Spellman,Bigamy committed,False
Summer Spellman,Gender,Female
Summer Spellman,No times married,0.0
Summer Spellman,Father,Drew Spellman (adoptive)Charlie (adoptive)
Summer Spellman,Duration,2017 to present
Summer Spellman,Residence,19a Rosamund Street
Summer Spellman,First appearance,16th June 2017
Summer Spellman,Born,29th August 2004
Sunita Alahan,Died,3rd April 2013
Sunita Alahan,Occupation,Shop assistant
Sunita Alahan,Mother,Mena Parekh
Sunita Alahan,Number of appearances,757
Sunita Alahan,Sec,Low
Sunita Alahan,Father,Suresh Parekh
Sunita Alahan,Sic,"Wholesale, retail & repair of motor vehicles"
Sunita Alahan,First appearance,21st March 2001
Sunita Alahan,Spouse(s),Dev Alahan (2004)
Sunita Alahan,Last appearance,3rd April 2013
Sunita Alahan,Gender,Female
Sunita Alahan,Sibling(s),Jayesh Parekh
Sunita Alahan,Children,Aadi Alahan (2006)Asha Alahan (2006)
Sunita Alahan,Born,1978
Sunita Alahan,Duration,"2001-2006, 2009-2013"
Sunita Alahan,Bigamy committed,False
Sunita Alahan,Played by,Shobna Gulati
Sunita Alahan,No times married,1.0
Susan Barlow,Died,11th February 2001
Susan Barlow,Father,Ken Barlow
Susan Barlow,Born,5th April 1965
Susan Barlow,Gender,Female
Susan Barlow,Birthplace,Weatherfield
Susan Barlow,No times married,1.0
Susan Barlow,Last appearance,11th February 2001
Susan Barlow,Duration,"1965-1971, 1973, 1974, 1979-1980, 1981, 1985-1987, 2001"
Susan Barlow,Children,Adam Barlow (1988)
Susan Barlow,First appearance,5th April 1965
Susan Barlow,Mother,Valerie Barlow
Susan Barlow,Played by,"Katie Heanue (1965-1970)Wendy Jane Walker (1970-1974, 1985-1987) Suzy Paterson (1979-1981)Joanna Foster (2001)"
Susan Barlow,Sibling(s),Lawrence Cunningham (half-brother) Peter Barlow Tracy Barlow (adoptive half-sister) Daniel Osbourne (half-brother)
Susan Barlow,Number of appearances,177
Susan Barlow,Bigamy committed,False
Susan Barlow,Spouse(s),Mike Baldwin (1986)
Suzie Birchall,No times married,1.0
Suzie Birchall,Mother,Margaret Birchall
Suzie Birchall,Father,Bob Birchall
Suzie Birchall,Played by,Cheryl Murray
Suzie Birchall,Sec,Low
Suzie Birchall,Sic,"Wholesale, retail & repair of motor vehicles"
Suzie Birchall,Residence,"Blackburn, Lancashire"
Suzie Birchall,Last appearance,29th June 1983
Suzie Birchall,Occupation,Shop assistant
Suzie Birchall,Duration,"1977-1979, 1983"
Suzie Birchall,Spouse(s),Terry Goodwin (1982)
Suzie Birchall,Number of appearances,195
Suzie Birchall,Gender,Female
Suzie Birchall,First appearance,10th January 1977
Suzie Birchall,Bigamy committed,False
Suzie Birchall,Born,3rd May 1958
Sylvia Goodwin,Sic,Accommodation & food services
Sylvia Goodwin,Died,23rd January 2019
Sylvia Goodwin,Born,October 1933
Sylvia Goodwin,Gender,Female
Sylvia Goodwin,Last appearance,2nd August 2013
Sylvia Goodwin,Occupation,Waitress
Sylvia Goodwin,Children,Roy Cropper (1954)Richard Lucas (1959)
Sylvia Goodwin,Sec,Low
Sylvia Goodwin,Duration,2011-2013
Sylvia Goodwin,Bigamy committed,False
Sylvia Goodwin,Spouse(s),St. John CropperRoger Goodwin
Sylvia Goodwin,Number of appearances,161
Sylvia Goodwin,Played by,Stephanie Cole
Sylvia Goodwin,Sibling(s),Jean
Sylvia Goodwin,No times married,2.0
Sylvia Goodwin,First appearance,11th April 2011
Tanya Pooley,Last appearance,23rd September 1994
Tanya Pooley,Played by,Eva Pope
Tanya Pooley,Number of appearances,143
Tanya Pooley,No times married,0.0
Tanya Pooley,Bigamy committed,False
Tanya Pooley,Sic,Accommodation & food services
Tanya Pooley,Occupation,Barmaid
Tanya Pooley,Sec,Low
Tanya Pooley,Father,Dennis Pooley
Tanya Pooley,First appearance,31st May 1993
Tanya Pooley,Duration,1993-1994
Tanya Pooley,Gender,Female
Tara Mandal,Occupation,Art gallery proprietor
Tara Mandal,Number of appearances,54
Tara Mandal,Sec,Medium
Tara Mandal,Last appearance,11th May 2009
Tara Mandal,Gender,Female
Tara Mandal,Bigamy committed,False
Tara Mandal,Sic,Other services
Tara Mandal,First appearance,15th September 2008
Tara Mandal,Mother,Nina Mandal
Tara Mandal,Duration,2008-2009
Tara Mandal,Played by,Ayesha Dharker
Tara Mandal,No times married,0.0
Tara Mandal,Father,Prem Mandal
Ted Page,Bigamy committed,False
Ted Page,Played by,Michael Byrne
Ted Page,Born,c.1940
Ted Page,Children,Gail Potter (1958)
Ted Page,Occupation,Businessman (Retired)
Ted Page,First appearance,28th April 2008
Ted Page,Sec,High
Ted Page,Last appearance,29th January 2010
Ted Page,Died,February 2021
Ted Page,No times married,1.0
Ted Page,Duration,2008-2010
Ted Page,Number of appearances,73
Ted Page,Sic,Financial & insurance activities
Ted Page,Spouse(s),James (2006)
Ted Page,Gender,Male
Ted Page,Sibling(s),A sister
Teresa Bryant,First appearance,28th March 2007
Teresa Bryant,Children,Jodie Morton (1978)Darryl Morton (1989)Mel Morton (1989)Kayleigh Morton (1994)Finlay Bryant (2000)
Teresa Bryant,Last appearance,14th May 2010
Teresa Bryant,Sec,Low
Teresa Bryant,No times married,1.0
Teresa Bryant,Duration,"2007, 2008, 2009-2010"
Teresa Bryant,Sic,"Wholesale, retail & repair of motor vehicles"
Teresa Bryant,Gender,Female
Teresa Bryant,Spouse(s),Jerry Morton (1978)
Teresa Bryant,Played by,Karen Henthorn
Teresa Bryant,Number of appearances,105
Teresa Bryant,Occupation,Shop assistant
Teresa Bryant,Bigamy committed,False
Teresa Bryant,Born,c.1958
Terry Bradshaw,Duration,1976
Terry Bradshaw,Sec,Medium
Terry Bradshaw,Last appearance,22nd December 1976
Terry Bradshaw,Number of appearances,48
Terry Bradshaw,Played by,Bob Mason
Terry Bradshaw,Mother,Daisy Hibbert
Terry Bradshaw,Gender,Male
Terry Bradshaw,Occupation,Soldier
Terry Bradshaw,First appearance,2nd February 1976
Terry Bradshaw,Sic,Public admin & defence; social security
Terry Bradshaw,Sibling(s),Renee Roberts
Terry Bradshaw,Father,Harold Bradshaw
Terry Bradshaw,No times married,0.0
Terry Bradshaw,Bigamy committed,False
Terry Duckworth,Sic,Financial & insurance activities
Terry Duckworth,Sec,High
Terry Duckworth,Bigamy committed,False
Terry Duckworth,No times married,1.0
Terry Duckworth,Gender,Male
Terry Duckworth,Spouse(s),Lisa Horton (1992)
Terry Duckworth,Number of appearances,365
Terry Duckworth,Played by,Nigel Pivaro
Terry Duckworth,Duration,"1983-1987, 1988, 1992-1993, 1996, 1997, 1999, 2000, 2001-2002, 2008, 2012"
Terry Duckworth,Born,4th June 1964
Terry Duckworth,Mother,Vera Duckworth
Terry Duckworth,Last appearance,11th May 2012
Terry Duckworth,Children,Paul Clayton (1986)  Tommy Duckworth (1992)  Brad Armstrong (1997)
Terry Duckworth,Father,Jack Duckworth
Terry Duckworth,First appearance,1st August 1983
Terry Duckworth,Occupation,Businessman
Tim Metcalfe,Mother,Elaine Jones
Tim Metcalfe,Born,28th January 1972
Tim Metcalfe,Duration,2013 to present
Tim Metcalfe,Sic,Transport & storage
